Gene,Reference
ARF5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
NOB1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
G6PC3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
AFG3L2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SLC39A6,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
GALNT1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ARHGDIA,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
EIF4A3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
FN3KRP,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SH3GL1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CCDC97,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SOD1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SCYL1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ECSIT,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PSMB6,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPS11,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MPC2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PRCC,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SF3B4,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ENSA,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
EIF2D,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
JTB,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ACP1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ARF1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ARL8A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PDIA6,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPL21,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPS27A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SNRPG,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MRPS5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TEX261,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DUSP11,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
UBE2F,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RAB5A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CTDSP1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DYNC1LI1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SEC22C,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SLC25A38,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
IQSEC1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPL32,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ARL6IP5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RNF7,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TCTA,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PYURF,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPS3A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
NDUFS6,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPL37,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
NHP2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ZMAT2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HIGD2A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RNF44,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HMGN3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CCT6A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
GIGYF1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
NDUFB11,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
NONO,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ATP6V1B2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ARMC1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MRPS28,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
EIF3H,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
NDUFB9,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
